Date,USD,
16/04/2009,1.3196,
15/04/2009,1.3173,
14/04/2009,1.3276,
09/04/2009,1.3273,
08/04/2009,1.3231,
07/04/2009,1.3255,
06/04/2009,1.3496,
03/04/2009,1.3425,
02/04/2009,1.3392,
01/04/2009,1.3246,
31/03/2009,1.3308,
30/03/2009,1.3193,
27/03/2009,1.3295,
26/03/2009,1.3607,
25/03/2009,1.3494,
24/03/2009,1.3507,
23/03/2009,1.3558,
20/03/2009,1.3549,
19/03/2009,1.3671,
18/03/2009,1.313,
17/03/2009,1.2942,
16/03/2009,1.3042,
13/03/2009,1.2905,
12/03/2009,1.2782,
11/03/2009,1.2786,
10/03/2009,1.2783,
09/03/2009,1.2565,
06/03/2009,1.2658,
05/03/2009,1.2555,
04/03/2009,1.2555,
03/03/2009,1.2615,
02/03/2009,1.2596,
27/02/2009,1.2644,
26/02/2009,1.2782,
25/02/2009,1.2795,
24/02/2009,1.2763,
23/02/2009,1.2798,
20/02/2009,1.2591,
19/02/2009,1.2705,
18/02/2009,1.2596,
17/02/2009,1.2634,
16/02/2009,1.2765,
13/02/2009,1.2823,
12/02/2009,1.2833,
11/02/2009,1.2938,
10/02/2009,1.2967,
09/02/2009,1.3008,
06/02/2009,1.2796,
05/02/2009,1.2829,
04/02/2009,1.2818,
03/02/2009,1.2849,
02/02/2009,1.276,
30/01/2009,1.2816,
29/01/2009,1.3111,
28/01/2009,1.326,
27/01/2009,1.3174,
26/01/2009,1.299,
23/01/2009,1.2795,
22/01/2009,1.2984,
21/01/2009,1.291,
20/01/2009,1.293,
19/01/2009,1.3182,
16/01/2009,1.327,
15/01/2009,1.3085,
14/01/2009,1.3173,
13/01/2009,1.3262,
12/01/2009,1.3394,
09/01/2009,1.3684,
08/01/2009,1.3617,
07/01/2009,1.3595,
06/01/2009,1.3332,
05/01/2009,1.3582,
02/01/2009,1.3866,
31/12/2008,1.3917,
30/12/2008,1.4098,
29/12/2008,1.427,
24/12/2008,1.4005,
23/12/2008,1.3978,
22/12/2008,1.397,
19/12/2008,1.394,
18/12/2008,1.4616,
17/12/2008,1.4059,
16/12/2008,1.369,
15/12/2008,1.351,
12/12/2008,1.334,
11/12/2008,1.3215,
10/12/2008,1.2925,
09/12/2008,1.2838,
08/12/2008,1.2854,
05/12/2008,1.2665,
04/12/2008,1.262,
03/12/2008,1.2623,
02/12/2008,1.2697,
01/12/2008,1.2608,
28/11/2008,1.2727,
27/11/2008,1.29,
26/11/2008,1.2935,
25/11/2008,1.2811,
24/11/2008,1.2773,
21/11/2008,1.2602,
20/11/2008,1.2542,
19/11/2008,1.2634,
18/11/2008,1.2653,
17/11/2008,1.266,
14/11/2008,1.2675,
13/11/2008,1.2525,
12/11/2008,1.253,
11/11/2008,1.2747,
10/11/2008,1.2891,
07/11/2008,1.2756,
06/11/2008,1.277,
05/11/2008,1.287,
04/11/2008,1.282,
03/11/2008,1.2822,
31/10/2008,1.2757,
30/10/2008,1.3035,
29/10/2008,1.277,
28/10/2008,1.2526,
27/10/2008,1.246,
24/10/2008,1.2596,
23/10/2008,1.281,
22/10/2008,1.2843,
21/10/2008,1.3184,
20/10/2008,1.3424,
17/10/2008,1.3404,
16/10/2008,1.3507,
15/10/2008,1.3625,
14/10/2008,1.3752,
13/10/2008,1.3639,
10/10/2008,1.3579,
09/10/2008,1.3682,
08/10/2008,1.3731,
07/10/2008,1.3632,
06/10/2008,1.3634,
03/10/2008,1.3834,
02/10/2008,1.3903,
01/10/2008,1.4081,
30/09/2008,1.4303,
29/09/2008,1.4349,
26/09/2008,1.464,
25/09/2008,1.47,
24/09/2008,1.469,
23/09/2008,1.4731,
22/09/2008,1.4571,
19/09/2008,1.4236,
18/09/2008,1.4502,
17/09/2008,1.4224,
16/09/2008,1.4267,
15/09/2008,1.4151,
12/09/2008,1.4066,
11/09/2008,1.3934,
10/09/2008,1.4094,
09/09/2008,1.4144,
08/09/2008,1.4214,
05/09/2008,1.4247,
04/09/2008,1.4488,
03/09/2008,1.4441,
02/09/2008,1.4516,
01/09/2008,1.4621,
29/08/2008,1.4735,
28/08/2008,1.4771,
27/08/2008,1.4767,
26/08/2008,1.4598,
25/08/2008,1.4767,
22/08/2008,1.4808,
21/08/2008,1.4814,
20/08/2008,1.4734,
19/08/2008,1.4677,
18/08/2008,1.4704,
15/08/2008,1.4729,
14/08/2008,1.4907,
13/08/2008,1.4903,
12/08/2008,1.4907,
11/08/2008,1.5012,
08/08/2008,1.5074,
07/08/2008,1.5471,
06/08/2008,1.5478,
05/08/2008,1.5487,
04/08/2008,1.5566,
01/08/2008,1.5574,
31/07/2008,1.5611,
30/07/2008,1.5589,
29/07/2008,1.5705,
28/07/2008,1.5746,
25/07/2008,1.5734,
24/07/2008,1.5677,
23/07/2008,1.5741,
22/07/2008,1.5919,
21/07/2008,1.5858,
18/07/2008,1.5816,
17/07/2008,1.5849,
16/07/2008,1.5888,
15/07/2008,1.599,
14/07/2008,1.5847,
11/07/2008,1.5835,
10/07/2008,1.5708,
09/07/2008,1.5715,
08/07/2008,1.5687,
07/07/2008,1.5651,
04/07/2008,1.5671,
03/07/2008,1.5885,
02/07/2008,1.5806,
01/07/2008,1.5775,
30/06/2008,1.5764,
27/06/2008,1.5748,
26/06/2008,1.5731,
25/06/2008,1.5599,
24/06/2008,1.5568,
23/06/2008,1.5521,
20/06/2008,1.561,
19/06/2008,1.5481,
18/06/2008,1.5493,
17/06/2008,1.5477,
16/06/2008,1.5459,
13/06/2008,1.5336,
12/06/2008,1.5417,
11/06/2008,1.5515,
10/06/2008,1.5526,
09/06/2008,1.5784,
06/06/2008,1.5597,
05/06/2008,1.5402,
04/06/2008,1.5466,
03/06/2008,1.5593,
02/06/2008,1.5521,
30/05/2008,1.5508,
29/05/2008,1.5551,
28/05/2008,1.5656,
27/05/2008,1.576,
26/05/2008,1.5761,
23/05/2008,1.5742,
22/05/2008,1.5755,
21/05/2008,1.5753,
20/05/2008,1.5639,
19/05/2008,1.5577,
16/05/2008,1.5498,
15/05/2008,1.5474,
14/05/2008,1.5439,
13/05/2008,1.5473,
12/05/2008,1.543,
09/05/2008,1.5458,
08/05/2008,1.5347,
07/05/2008,1.543,
06/05/2008,1.5528,
05/05/2008,1.546,
02/05/2008,1.5458,
30/04/2008,1.554,
29/04/2008,1.5571,
28/04/2008,1.5628,
25/04/2008,1.5596,
24/04/2008,1.5769,
23/04/2008,1.594,
22/04/2008,1.5931,
21/04/2008,1.5898,
18/04/2008,1.578,
17/04/2008,1.5872,
16/04/2008,1.5928,
15/04/2008,1.5828,
14/04/2008,1.5869,
11/04/2008,1.5833,
10/04/2008,1.5875,
09/04/2008,1.5726,
08/04/2008,1.5694,
07/04/2008,1.5693,
04/04/2008,1.5722,
03/04/2008,1.5526,
02/04/2008,1.5632,
01/04/2008,1.566,
31/03/2008,1.5812,
28/03/2008,1.5796,
27/03/2008,1.5786,
26/03/2008,1.571,
25/03/2008,1.5569,
20/03/2008,1.5423,
19/03/2008,1.5692,
18/03/2008,1.5771,
17/03/2008,1.577,
14/03/2008,1.5561,
13/03/2008,1.5577,
12/03/2008,1.5477,
11/03/2008,1.5379,
10/03/2008,1.534,
07/03/2008,1.5417,
06/03/2008,1.5319,
05/03/2008,1.5196,
04/03/2008,1.5206,
03/03/2008,1.5203,
29/02/2008,1.5167,
28/02/2008,1.5121,
27/02/2008,1.5044,
26/02/2008,1.4874,
25/02/2008,1.4817,
22/02/2008,1.4848,
21/02/2008,1.4736,
20/02/2008,1.4656,
19/02/2008,1.4742,
18/02/2008,1.4636,
15/02/2008,1.4674,
14/02/2008,1.4626,
13/02/2008,1.4586,
12/02/2008,1.4538,
11/02/2008,1.4542,
08/02/2008,1.4513,
07/02/2008,1.4569,
06/02/2008,1.4621,
05/02/2008,1.4688,
04/02/2008,1.4829,
01/02/2008,1.4889,
31/01/2008,1.487,
30/01/2008,1.481,
29/01/2008,1.4773,
28/01/2008,1.4755,
25/01/2008,1.4705,
24/01/2008,1.4663,
23/01/2008,1.4574,
22/01/2008,1.4494,
21/01/2008,1.4482,
18/01/2008,1.4674,
17/01/2008,1.4691,
16/01/2008,1.4792,
15/01/2008,1.4886,
14/01/2008,1.4895,
11/01/2008,1.4792,
10/01/2008,1.4662,
09/01/2008,1.468,
08/01/2008,1.4705,
07/01/2008,1.4723,
04/01/2008,1.4727,
03/01/2008,1.4753,
02/01/2008,1.4688,
31/12/2007,1.4721,
28/12/2007,1.4692,
27/12/2007,1.4516,
24/12/2007,1.4398,
21/12/2007,1.438,
20/12/2007,1.4349,
19/12/2007,1.4385,
18/12/2007,1.4416,
17/12/2007,1.4393,
14/12/2007,1.4509,
13/12/2007,1.4683,
12/12/2007,1.4675,
11/12/2007,1.4672,
10/12/2007,1.4718,
07/12/2007,1.4649,
06/12/2007,1.4554,
05/12/2007,1.472,
04/12/2007,1.4741,
03/12/2007,1.4666,
30/11/2007,1.4761,
29/11/2007,1.4738,
28/11/2007,1.4747,
27/11/2007,1.4874,
26/11/2007,1.4845,
23/11/2007,1.4809,
22/11/2007,1.4829,
21/11/2007,1.4814,
20/11/2007,1.4785,
19/11/2007,1.4654,
16/11/2007,1.4651,
15/11/2007,1.4639,
14/11/2007,1.47,
13/11/2007,1.4607,
12/11/2007,1.4579,
09/11/2007,1.4683,
08/11/2007,1.4666,
07/11/2007,1.4722,
06/11/2007,1.4547,
05/11/2007,1.4488,
02/11/2007,1.4479,
01/11/2007,1.4423,
31/10/2007,1.4447,
30/10/2007,1.4407,
29/10/2007,1.4391,
26/10/2007,1.4384,
25/10/2007,1.4309,
24/10/2007,1.423,
23/10/2007,1.4254,
22/10/2007,1.4166,
19/10/2007,1.4288,
18/10/2007,1.4299,
17/10/2007,1.42,
16/10/2007,1.415,
15/10/2007,1.4226,
12/10/2007,1.4173,
11/10/2007,1.4199,
10/10/2007,1.4146,
09/10/2007,1.4037,
08/10/2007,1.4089,
05/10/2007,1.4136,
04/10/2007,1.4109,
03/10/2007,1.4195,
02/10/2007,1.4165,
01/10/2007,1.4232,
28/09/2007,1.4179,
27/09/2007,1.418,
26/09/2007,1.4127,
25/09/2007,1.4106,
24/09/2007,1.4113,
21/09/2007,1.4049,
20/09/2007,1.403,
19/09/2007,1.3975,
18/09/2007,1.3867,
17/09/2007,1.3877,
14/09/2007,1.386,
13/09/2007,1.3897,
12/09/2007,1.3885,
11/09/2007,1.3824,
10/09/2007,1.3795,
07/09/2007,1.3696,
06/09/2007,1.3669,
05/09/2007,1.3588,
04/09/2007,1.358,
03/09/2007,1.3632,
31/08/2007,1.3705,
30/08/2007,1.361,
29/08/2007,1.3631,
28/08/2007,1.3664,
27/08/2007,1.3658,
24/08/2007,1.3615,
23/08/2007,1.3574,
22/08/2007,1.3493,
21/08/2007,1.3508,
20/08/2007,1.3476,
17/08/2007,1.3454,
16/08/2007,1.3405,
15/08/2007,1.3476,
14/08/2007,1.3591,
13/08/2007,1.3651,
10/08/2007,1.365,
09/08/2007,1.3729,
08/08/2007,1.3794,
07/08/2007,1.3794,
06/08/2007,1.3818,
03/08/2007,1.3694,
02/08/2007,1.3664,
01/08/2007,1.3663,
31/07/2007,1.3707,
30/07/2007,1.3659,
27/07/2007,1.3651,
26/07/2007,1.3722,
25/07/2007,1.3743,
24/07/2007,1.3833,
23/07/2007,1.3821,
20/07/2007,1.3803,
19/07/2007,1.382,
18/07/2007,1.3779,
17/07/2007,1.3771,
16/07/2007,1.3781,
13/07/2007,1.3782,
12/07/2007,1.3788,
11/07/2007,1.3753,
10/07/2007,1.3666,
09/07/2007,1.3621,
06/07/2007,1.3596,
05/07/2007,1.364,
04/07/2007,1.3618,
03/07/2007,1.3601,
02/07/2007,1.3588,
29/06/2007,1.3505,
28/06/2007,1.3467,
27/06/2007,1.3438,
26/06/2007,1.346,
25/06/2007,1.3461,
22/06/2007,1.3441,
21/06/2007,1.3397,
20/06/2007,1.3427,
19/06/2007,1.3403,
18/06/2007,1.3404,
15/06/2007,1.3314,
14/06/2007,1.3304,
13/06/2007,1.3287,
12/06/2007,1.3345,
11/06/2007,1.3355,
08/06/2007,1.3349,
07/06/2007,1.347,
06/06/2007,1.3513,
05/06/2007,1.3532,
04/06/2007,1.3482,
01/06/2007,1.3436,
31/05/2007,1.3453,
30/05/2007,1.342,
29/05/2007,1.3509,
28/05/2007,1.3453,
25/05/2007,1.3441,
24/05/2007,1.3448,
23/05/2007,1.349,
22/05/2007,1.3454,
21/05/2007,1.3444,
18/05/2007,1.3477,
17/05/2007,1.3516,
16/05/2007,1.3574,
15/05/2007,1.3538,
14/05/2007,1.3549,
11/05/2007,1.3486,
10/05/2007,1.3527,
09/05/2007,1.3535,
08/05/2007,1.3558,
07/05/2007,1.3615,
04/05/2007,1.3561,
03/05/2007,1.3613,
02/05/2007,1.3588,
30/04/2007,1.3605,
27/04/2007,1.3643,
26/04/2007,1.3596,
25/04/2007,1.3649,
24/04/2007,1.3582,
23/04/2007,1.3557,
20/04/2007,1.3606,
19/04/2007,1.3601,
18/04/2007,1.3577,
17/04/2007,1.3549,
16/04/2007,1.355,
13/04/2007,1.3532,
12/04/2007,1.3467,
11/04/2007,1.3418,
10/04/2007,1.3426,
05/04/2007,1.3373,
04/04/2007,1.3352,
03/04/2007,1.3358,
02/04/2007,1.3366,
30/03/2007,1.3318,
29/03/2007,1.3352,
28/03/2007,1.3348,
27/03/2007,1.3347,
26/03/2007,1.3265,
23/03/2007,1.3327,
22/03/2007,1.3351,
21/03/2007,1.3293,
20/03/2007,1.3296,
19/03/2007,1.3303,
16/03/2007,1.3325,
15/03/2007,1.3226,
14/03/2007,1.3183,
13/03/2007,1.3218,
12/03/2007,1.3156,
09/03/2007,1.3155,
08/03/2007,1.3152,
07/03/2007,1.3135,
06/03/2007,1.31,
05/03/2007,1.3083,
02/03/2007,1.3163,
01/03/2007,1.3225,
28/02/2007,1.3211,
27/02/2007,1.323,
26/02/2007,1.316,
23/02/2007,1.3134,
22/02/2007,1.3106,
21/02/2007,1.3145,
20/02/2007,1.3145,
19/02/2007,1.3132,
16/02/2007,1.3119,
15/02/2007,1.3137,
14/02/2007,1.3082,
13/02/2007,1.3022,
12/02/2007,1.2956,
09/02/2007,1.3007,
08/02/2007,1.2991,
07/02/2007,1.2987,
06/02/2007,1.2955,
05/02/2007,1.2925,
02/02/2007,1.302,
01/02/2007,1.302,
31/01/2007,1.2954,
30/01/2007,1.2972,
29/01/2007,1.2921,
26/01/2007,1.2901,
25/01/2007,1.2978,
24/01/2007,1.3005,
23/01/2007,1.304,
22/01/2007,1.2936,
19/01/2007,1.2958,
18/01/2007,1.2922,
17/01/2007,1.2909,
16/01/2007,1.2953,
15/01/2007,1.2941,
12/01/2007,1.2893,
11/01/2007,1.2984,
10/01/2007,1.2988,
09/01/2007,1.3018,
08/01/2007,1.3006,
05/01/2007,1.3084,
04/01/2007,1.3106,
03/01/2007,1.3231,
02/01/2007,1.327,
29/12/2006,1.317,
28/12/2006,1.3173,
27/12/2006,1.3159,
22/12/2006,1.3192,
21/12/2006,1.3178,
20/12/2006,1.3203,
19/12/2006,1.3158,
18/12/2006,1.3095,
15/12/2006,1.3106,
14/12/2006,1.3192,
13/12/2006,1.3265,
12/12/2006,1.3244,
11/12/2006,1.3177,
08/12/2006,1.3276,
07/12/2006,1.3297,
06/12/2006,1.3274,
05/12/2006,1.3331,
04/12/2006,1.3309,
01/12/2006,1.3244,
30/11/2006,1.32,
29/11/2006,1.3157,
28/11/2006,1.3147,
27/11/2006,1.3114,
24/11/2006,1.3078,
23/11/2006,1.2953,
22/11/2006,1.2886,
21/11/2006,1.2814,
20/11/2006,1.2841,
17/11/2006,1.2774,
16/11/2006,1.2804,
15/11/2006,1.2792,
14/11/2006,1.2824,
13/11/2006,1.283,
10/11/2006,1.2864,
09/11/2006,1.2796,
08/11/2006,1.2776,
07/11/2006,1.2755,
06/11/2006,1.2702,
03/11/2006,1.276,
02/11/2006,1.2767,
01/11/2006,1.2757,
31/10/2006,1.2696,
30/10/2006,1.2717,
27/10/2006,1.2683,
26/10/2006,1.2653,
25/10/2006,1.258,
24/10/2006,1.2541,
23/10/2006,1.2556,
20/10/2006,1.2618,
19/10/2006,1.2561,
18/10/2006,1.2543,
17/10/2006,1.2524,
16/10/2006,1.2515,
13/10/2006,1.255,
12/10/2006,1.2531,
11/10/2006,1.2543,
10/10/2006,1.2538,
09/10/2006,1.2603,
06/10/2006,1.2664,
05/10/2006,1.2721,
04/10/2006,1.2684,
03/10/2006,1.2737,
02/10/2006,1.2685,
29/09/2006,1.266,
28/09/2006,1.2713,
27/09/2006,1.2684,
26/09/2006,1.2695,
25/09/2006,1.2768,
22/09/2006,1.2817,
21/09/2006,1.2731,
20/09/2006,1.2676,
19/09/2006,1.2654,
18/09/2006,1.2665,
15/09/2006,1.2675,
14/09/2006,1.2723,
13/09/2006,1.2677,
12/09/2006,1.2709,
11/09/2006,1.2713,
08/09/2006,1.2713,
07/09/2006,1.2731,
06/09/2006,1.2793,
05/09/2006,1.281,
04/09/2006,1.2852,
01/09/2006,1.2817,
31/08/2006,1.2851,
30/08/2006,1.2818,
29/08/2006,1.2808,
28/08/2006,1.28,
25/08/2006,1.2762,
24/08/2006,1.2831,
23/08/2006,1.2812,
22/08/2006,1.2812,
21/08/2006,1.2919,
18/08/2006,1.2802,
17/08/2006,1.2879,
16/08/2006,1.2793,
15/08/2006,1.2725,
14/08/2006,1.2718,
11/08/2006,1.2775,
10/08/2006,1.2857,
09/08/2006,1.2879,
08/08/2006,1.2839,
07/08/2006,1.285,
04/08/2006,1.2792,
03/08/2006,1.2781,
02/08/2006,1.2798,
01/08/2006,1.2759,
31/07/2006,1.2767,
28/07/2006,1.2664,
27/07/2006,1.2737,
26/07/2006,1.2587,
25/07/2006,1.2636,
24/07/2006,1.2633,
21/07/2006,1.268,
20/07/2006,1.2643,
19/07/2006,1.2482,
18/07/2006,1.2531,
17/07/2006,1.2541,
14/07/2006,1.2666,
13/07/2006,1.2692,
12/07/2006,1.2722,
11/07/2006,1.2736,
10/07/2006,1.2752,
07/07/2006,1.2778,
06/07/2006,1.2735,
05/07/2006,1.2794,
04/07/2006,1.2791,
03/07/2006,1.279,
30/06/2006,1.2713,
29/06/2006,1.2529,
28/06/2006,1.257,
27/06/2006,1.2567,
26/06/2006,1.2561,
23/06/2006,1.2502,
22/06/2006,1.2582,
21/06/2006,1.2632,
20/06/2006,1.2546,
19/06/2006,1.2591,
16/06/2006,1.2651,
15/06/2006,1.261,
14/06/2006,1.2563,
13/06/2006,1.2571,
12/06/2006,1.2572,
09/06/2006,1.2659,
08/06/2006,1.2735,
07/06/2006,1.2789,
06/06/2006,1.2847,
05/06/2006,1.2958,
02/06/2006,1.2815,
01/06/2006,1.2736,
31/05/2006,1.2868,
30/05/2006,1.2839,
29/05/2006,1.2758,
26/05/2006,1.2797,
25/05/2006,1.2755,
24/05/2006,1.2851,
23/05/2006,1.2841,
22/05/2006,1.2753,
19/05/2006,1.2767,
18/05/2006,1.277,
17/05/2006,1.2882,
16/05/2006,1.2817,
15/05/2006,1.2826,
12/05/2006,1.2914,
11/05/2006,1.2716,
10/05/2006,1.2779,
09/05/2006,1.2697,
08/05/2006,1.2756,
05/05/2006,1.2688,
04/05/2006,1.2592,
03/05/2006,1.2622,
02/05/2006,1.2643,
28/04/2006,1.2537,
27/04/2006,1.2414,
26/04/2006,1.2425,
25/04/2006,1.2425,
24/04/2006,1.2365,
21/04/2006,1.2315,
20/04/2006,1.2346,
19/04/2006,1.2346,
18/04/2006,1.2252,
13/04/2006,1.2094,
12/04/2006,1.2125,
11/04/2006,1.2105,
10/04/2006,1.2099,
07/04/2006,1.2179,
06/04/2006,1.2312,
05/04/2006,1.2262,
04/04/2006,1.2217,
03/04/2006,1.2063,
31/03/2006,1.2104,
30/03/2006,1.2096,
29/03/2006,1.2012,
28/03/2006,1.2084,
27/03/2006,1.2025,
24/03/2006,1.1969,
23/03/2006,1.2055,
22/03/2006,1.2069,
21/03/2006,1.2144,
20/03/2006,1.2174,
17/03/2006,1.2185,
16/03/2006,1.2069,
15/03/2006,1.2026,
14/03/2006,1.1948,
13/03/2006,1.1922,
10/03/2006,1.1919,
09/03/2006,1.192,
08/03/2006,1.1914,
07/03/2006,1.1913,
06/03/2006,1.2017,
03/03/2006,1.202,
02/03/2006,1.1921,
01/03/2006,1.1954,
28/02/2006,1.1875,
27/02/2006,1.1852,
24/02/2006,1.1896,
23/02/2006,1.1957,
22/02/2006,1.1875,
21/02/2006,1.1906,
20/02/2006,1.1932,
17/02/2006,1.1863,
16/02/2006,1.1858,
15/02/2006,1.1904,
14/02/2006,1.1898,
13/02/2006,1.1888,
10/02/2006,1.197,
09/02/2006,1.1972,
08/02/2006,1.1948,
07/02/2006,1.1973,
06/02/2006,1.1981,
03/02/2006,1.2061,
02/02/2006,1.2066,
01/02/2006,1.2092,
31/01/2006,1.2118,
30/01/2006,1.2082,
27/01/2006,1.2172,
26/01/2006,1.2254,
25/01/2006,1.2294,
24/01/2006,1.2272,
23/01/2006,1.2277,
20/01/2006,1.2068,
19/01/2006,1.2073,
18/01/2006,1.2125,
17/01/2006,1.2075,
16/01/2006,1.2112,
13/01/2006,1.2039,
12/01/2006,1.2113,
11/01/2006,1.2088,
10/01/2006,1.2064,
09/01/2006,1.2078,
06/01/2006,1.2093,
05/01/2006,1.2088,
04/01/2006,1.2083,
03/01/2006,1.1875,
02/01/2006,1.1826,
30/12/2005,1.1797,
29/12/2005,1.1825,
28/12/2005,1.1916,
27/12/2005,1.1852,
23/12/2005,1.1859,
22/12/2005,1.1822,
21/12/2005,1.1872,
20/12/2005,1.1955,
19/12/2005,1.1977,
16/12/2005,1.1983,
15/12/2005,1.1999,
14/12/2005,1.202,
13/12/2005,1.1925,
12/12/2005,1.1925,
09/12/2005,1.1785,
08/12/2005,1.1764,
07/12/2005,1.171,
06/12/2005,1.1783,
05/12/2005,1.1767,
02/12/2005,1.1697,
01/12/2005,1.1745,
30/11/2005,1.1769,
29/11/2005,1.1793,
28/11/2005,1.1726,
25/11/2005,1.1763,
24/11/2005,1.1783,
23/11/2005,1.1776,
22/11/2005,1.1701,
21/11/2005,1.1811,
18/11/2005,1.1679,
17/11/2005,1.1692,
16/11/2005,1.1677,
15/11/2005,1.1667,
14/11/2005,1.1713,
11/11/2005,1.1697,
10/11/2005,1.1762,
09/11/2005,1.1738,
08/11/2005,1.1741,
07/11/2005,1.1824,
04/11/2005,1.1933,
03/11/2005,1.2041,
02/11/2005,1.1992,
01/11/2005,1.2008,
31/10/2005,1.2023,
28/10/2005,1.2138,
27/10/2005,1.213,
26/10/2005,1.2059,
25/10/2005,1.2017,
24/10/2005,1.1944,
21/10/2005,1.2012,
20/10/2005,1.1953,
19/10/2005,1.195,
18/10/2005,1.1937,
17/10/2005,1.2022,
14/10/2005,1.1999,
13/10/2005,1.198,
12/10/2005,1.2008,
11/10/2005,1.2022,
10/10/2005,1.2088,
07/10/2005,1.2144,
06/10/2005,1.2061,
05/10/2005,1.1947,
04/10/2005,1.1938,
03/10/2005,1.1933,
30/09/2005,1.2042,
29/09/2005,1.2063,
28/09/2005,1.2037,
27/09/2005,1.2005,
26/09/2005,1.2031,
23/09/2005,1.2118,
22/09/2005,1.2224,
21/09/2005,1.2225,
20/09/2005,1.2154,
19/09/2005,1.2139,
16/09/2005,1.2243,
15/09/2005,1.2223,
14/09/2005,1.2314,
13/09/2005,1.2276,
12/09/2005,1.2313,
09/09/2005,1.2415,
08/09/2005,1.2418,
07/09/2005,1.2451,
06/09/2005,1.2483,
05/09/2005,1.2538,
02/09/2005,1.2541,
01/09/2005,1.2388,
31/08/2005,1.2198,
30/08/2005,1.2181,
29/08/2005,1.2289,
26/08/2005,1.2307,
25/08/2005,1.2272,
24/08/2005,1.2211,
23/08/2005,1.2233,
22/08/2005,1.2231,
19/08/2005,1.2183,
18/08/2005,1.2213,
17/08/2005,1.2296,
16/08/2005,1.2313,
15/08/2005,1.2374,
12/08/2005,1.2457,
11/08/2005,1.2405,
10/08/2005,1.2377,
09/08/2005,1.2367,
08/08/2005,1.237,
05/08/2005,1.2386,
04/08/2005,1.2319,
03/08/2005,1.2308,
02/08/2005,1.2217,
01/08/2005,1.2219,
29/07/2005,1.2093,
28/07/2005,1.21,
27/07/2005,1.199,
26/07/2005,1.1987,
25/07/2005,1.2065,
22/07/2005,1.2143,
21/07/2005,1.2187,
20/07/2005,1.2063,
19/07/2005,1.1965,
18/07/2005,1.2054,
15/07/2005,1.2073,
14/07/2005,1.2067,
13/07/2005,1.2184,
12/07/2005,1.2166,
11/07/2005,1.2006,
08/07/2005,1.1904,
07/07/2005,1.1957,
06/07/2005,1.1913,
05/07/2005,1.1883,
04/07/2005,1.1894,
01/07/2005,1.2087,
30/06/2005,1.2092,
29/06/2005,1.2054,
28/06/2005,1.2095,
27/06/2005,1.2164,
24/06/2005,1.2082,
23/06/2005,1.2066,
22/06/2005,1.2111,
21/06/2005,1.2092,
20/06/2005,1.221,
17/06/2005,1.2177,
16/06/2005,1.2115,
15/06/2005,1.2069,
14/06/2005,1.211,
13/06/2005,1.2062,
10/06/2005,1.2229,
09/06/2005,1.2239,
08/06/2005,1.2324,
07/06/2005,1.2285,
06/06/2005,1.2272,
03/06/2005,1.2289,
02/06/2005,1.2263,
01/06/2005,1.2228,
31/05/2005,1.2331,
30/05/2005,1.2472,
27/05/2005,1.2551,
26/05/2005,1.2523,
25/05/2005,1.2564,
24/05/2005,1.2617,
23/05/2005,1.2548,
20/05/2005,1.2607,
19/05/2005,1.2642,
18/05/2005,1.2621,
17/05/2005,1.2636,
16/05/2005,1.2616,
13/05/2005,1.2635,
12/05/2005,1.2771,
11/05/2005,1.2882,
10/05/2005,1.2854,
09/05/2005,1.2824,
06/05/2005,1.2947,
05/05/2005,1.2954,
04/05/2005,1.2953,
03/05/2005,1.2856,
02/05/2005,1.2863,
29/04/2005,1.2957,
28/04/2005,1.2905,
27/04/2005,1.292,
26/04/2005,1.2981,
25/04/2005,1.2966,
22/04/2005,1.3077,
21/04/2005,1.3058,
20/04/2005,1.3049,
19/04/2005,1.2996,
18/04/2005,1.2967,
15/04/2005,1.2868,
14/04/2005,1.282,
13/04/2005,1.2922,
12/04/2005,1.2985,
11/04/2005,1.2971,
08/04/2005,1.2819,
07/04/2005,1.2923,
06/04/2005,1.286,
05/04/2005,1.281,
04/04/2005,1.2883,
01/04/2005,1.2959,
31/03/2005,1.2964,
30/03/2005,1.2943,
29/03/2005,1.2926,
24/03/2005,1.2982,
23/03/2005,1.305,
22/03/2005,1.3175,
21/03/2005,1.3199,
18/03/2005,1.3279,
17/03/2005,1.3378,
16/03/2005,1.3373,
15/03/2005,1.3383,
14/03/2005,1.3372,
11/03/2005,1.3416,
10/03/2005,1.3409,
09/03/2005,1.3346,
08/03/2005,1.3246,
07/03/2005,1.3197,
04/03/2005,1.3115,
03/03/2005,1.3144,
02/03/2005,1.3101,
01/03/2005,1.3216,
28/02/2005,1.3257,
25/02/2005,1.3165,
24/02/2005,1.326,
23/02/2005,1.3203,
22/02/2005,1.3193,
21/02/2005,1.3055,
18/02/2005,1.3039,
17/02/2005,1.3041,
16/02/2005,1.304,
15/02/2005,1.3016,
14/02/2005,1.2967,
11/02/2005,1.2855,
10/02/2005,1.2777,
09/02/2005,1.2762,
08/02/2005,1.2764,
07/02/2005,1.2844,
04/02/2005,1.2958,
03/02/2005,1.3001,
02/02/2005,1.3061,
01/02/2005,1.3027,
31/01/2005,1.3035,
28/01/2005,1.3035,
27/01/2005,1.3026,
26/01/2005,1.3005,
25/01/2005,1.3025,
24/01/2005,1.3065,
21/01/2005,1.2963,
20/01/2005,1.2936,
19/01/2005,1.3083,
